x1,x2,x3,O_XZ
-4.859651779526968696e+00,-1.686295342820564258e+00,-8.096373413701432042e-01,1.000000000000667466e+00
3.835830028565420324e+00,-7.572179829259122030e+00,4.589997618802944324e+00,9.846053286999646437e-01
-1.842756315000083411e+00,4.292962821680300856e+00,-6.193102624614131635e+00,9.999830505175785200e-01
4.064870550553298045e+00,-2.283741442237165575e+00,-1.786894639541004359e+00,9.999999999931983297e-01
-5.963024761664956763e-01,-5.403380791737564692e+00,1.484648898974418429e+01,9.997227760673971231e-01
-2.025394787376124217e+00,2.567401407434705796e+00,-1.411685419241074335e+01,9.999999570373997448e-01
-5.815254250418012916e+00,-8.226274107776978539e+00,5.988933755018715388e+00,4.852557969007130767e-01
-2.922150101138557332e+00,2.273664219623687188e+01,-7.381807555774872576e+00,5.898362808947780200e-01
2.455465226897115016e+01,-1.611796107001675793e+01,1.725515627819066866e+00,9.040457750618022814e-01
1.863567824045426979e+00,1.341775432812999602e+00,1.659012442523712716e+00,1.000000000000763833e+00
-3.596024353040065513e+00,-8.356187493480415895e+00,1.357674357175753066e+01,6.500301293843200323e-01
2.500584556870131259e+00,7.120020425827437549e+00,1.060687422895998822e+01,8.148827654086221450e-01
3.501356378174774520e+00,3.517042365349710042e+00,-3.940380582569876555e+00,9.999996561302690878e-01
7.820190361721934824e-01,4.326818339373817324e+00,-3.308884805462954493e+00,9.999999999921833638e-01
6.607619933376586374e+00,5.474638789524628457e+00,5.920604809304141902e+00,7.414345112465323684e-01
-4.519008070446325576e+00,5.929636774342408323e-01,1.811484330256296360e+01,9.999983889302731521e-01
7.077499696124801565e-01,-5.665407523243021215e-02,-3.888952005479814344e-01,9.999999999999618083e-01
-2.834339412107771139e+01,7.640558691362953958e+00,-4.836543527584519220e-01,9.928302650621061431e-01
2.728204972997989231e+01,-5.117629002412424022e+00,1.050540286611297169e+01,7.911148056863006595e-01
3.969616490469783932e-01,1.603313712865688911e+00,1.546319422303031599e-01,9.999999999993698374e-01
7.689582794554755907e+00,-2.366391546697089954e+00,-1.726704195366708561e+01,8.960470779681428688e-01
-1.779379092353460479e+01,7.870325563717868178e+00,1.588888217274784509e+01,6.666197370816627499e-02
1.192709106185088785e+01,8.134774391113779757e+00,-1.354851783625982797e+01,4.034533475203719299e-02
-1.913466532598736336e+01,-1.367865706695099703e+01,6.340000721129510630e+00,3.384922957310511071e-01
1.754862937678652912e+01,1.824629643129440026e+01,-9.021697711160058475e+00,3.026740911568430725e-01
-1.185797234901000685e+01,-3.943840498547951157e+00,-1.211674911747620875e+01,1.284504974612992179e-01
7.013968540880005875e+00,9.438483794313137665e+00,-9.525557911873077543e+00,1.823916490228342790e-01
1.594426402065409309e+00,1.474259399673645277e+00,1.896484097383421830e-01,1.000000000000561107e+00
1.550367658026209483e+01,-1.454408289375657759e+01,1.256203310518419691e+01,9.006713330436769138e-02
-8.709652704110155241e+00,-3.792252457491845696e+00,4.502522763007545947e+00,9.913431322525612099e-01
4.128180623803053284e-01,1.623124237477460818e+00,2.178091426758682392e+00,1.000000000000500489e+00
-1.431681369409012206e+01,2.394621257282673099e+01,3.036435319336914684e+00,4.517349608722967536e-01
