x1,x2,x3,O_XZ
-1.295907141207191948e+01,-4.496787580854838318e+00,-2.159032910320382026e+00,9.999999999977491338e-01
1.022888007617445361e+01,-2.019247954469098971e+01,1.223999365014118546e+01,9.999997597308269981e-01
-4.914016840000222430e+00,1.144790085781413680e+01,-1.651494033230435221e+01,9.999999999917328353e-01
1.083965480147546145e+01,-6.089977179299108201e+00,-4.765052372109344958e+00,9.999999999773111492e-01
-1.590139936443988100e+00,-1.440901544463350348e+01,3.959063730598448672e+01,1.000000000005841549e+00
-5.401052766336332134e+00,6.846403753159214567e+00,-3.764494451309531797e+01,9.999999996816351100e-01
-1.550734466778136955e+01,-2.193673095407194040e+01,1.597049001338324281e+01,9.988465838225755178e-01
-7.792400269702818960e+00,6.063104585663165835e+01,-1.968482014873299235e+01,9.999999999671551620e-01
6.547907271725638623e+01,-4.298122952004468544e+01,4.601375007517511051e+00,9.999999999903245174e-01
4.969514197454472537e+00,3.578067820834665458e+00,4.424033180063233317e+00,1.000000000001202372e+00
-9.589398274773508035e+00,-2.228316664928110669e+01,3.620464952468675079e+01,9.999999249723707795e-01
6.668225484987016394e+00,1.898672113553983110e+01,2.828499794389330191e+01,9.999999998336810414e-01
9.336950341799401087e+00,9.378779640932560113e+00,-1.050768155351967081e+01,9.999967991416065516e-01
2.085384096459182768e+00,1.153818223833018131e+01,-8.823692814567879239e+00,9.999999999899527037e-01
1.762031982233756366e+01,1.459903677206567529e+01,1.578827949147771115e+01,9.752238116226961129e-01
-1.205068818785686879e+01,1.581236473157975553e+00,4.830624880683457434e+01,9.997822555888817853e-01
1.887333252299947084e+00,-1.510775339531472417e-01,-1.037053868127950640e+00,9.999999999999676925e-01
-7.558238432287389230e+01,2.037482317696787604e+01,-1.289744940689204977e+00,9.999999999971336262e-01
7.275213261327972702e+01,-1.364701067309979798e+01,2.801440764296792807e+01,6.465493844929507405e-01
1.058564397458608974e+00,4.275503234308503764e+00,4.123518459474750930e-01,9.999999999999737987e-01
2.050555411881268242e+01,-6.310377457858907135e+00,-4.604544520977889732e+01,7.880954282414320833e-01
-4.745010912942561276e+01,2.098753483658098418e+01,4.237035246066091787e+01,3.319310275587342672e-03
3.180557616493570094e+01,2.169273170963674957e+01,-3.612938089669287223e+01,1.191786831798624102e-01
-5.102577420263297370e+01,-3.647641884520265876e+01,1.690666858967869501e+01,9.924742423974208805e-01
4.679634500476409187e+01,4.865679048345174351e+01,-2.405786056309348808e+01,9.418620853112623648e-01
-3.162125959736001590e+01,-1.051690799612787153e+01,-3.231133097993655667e+01,1.080649615252714420e-02
1.870391610901334900e+01,2.516929011816836947e+01,-2.540148776499487582e+01,9.691281565402680709e-01
4.251803738841090308e+00,3.931358399129720738e+00,5.057290926355790806e-01,9.999999999984592325e-01
4.134313754736558622e+01,-3.878422105001754261e+01,3.349875494715785607e+01,4.434964387380259110e-01
-2.322574054429374968e+01,-1.011267321997825519e+01,1.200672736802012253e+01,9.978973334826464203e-01
1.100848166347480950e+00,4.328331299939895516e+00,5.808243804689819711e+00,9.999999999999491518e-01
-3.817816985090699688e+01,6.385656686087127554e+01,8.097160851565107009e+00,9.999999999169858489e-01
7.019744127422901769e+00,6.933488032563417391e+01,-1.315039616338908601e+01,9.999999999855073707e-01
-1.450841003155733056e+01,4.004589058231975685e+01,-8.507331496136151472e+00,1.000000000001706857e+00
1.197807165469578017e+01,-2.395321139377501396e+01,2.373956500483410004e+00,1.000000000000919709e+00
9.217167476620165445e+00,9.609358889228319711e+00,-1.579783976286439540e+01,9.999535306991340633e-01
6.598165956837320323e+00,2.179926694965389444e+01,-3.315809159330130029e+01,9.999999998945126034e-01
-1.601631220938781963e+00,1.570792517298206459e+00,-2.553019066441165830e+00,1.000000000000309974e+00
