x1,x2,x3,O_XZ
-9.031965945487097969e+00,5.203618803499238332e+00,2.880563093175390943e+00,8.250967993496621800e-01
4.244262017145414845e+00,-1.841492167783225886e+00,1.408371837964413764e+01,5.835419775200757497e-01
-1.199830376777737229e+01,6.349598038427742175e+00,-6.371643059139693754e+00,1.154087299494258589e-01
-7.279750407045962213e+00,4.201777455721825483e+00,-8.059030478661050267e+00,2.171151640857227338e-02
-9.240820573740786692e-01,9.826797872916131382e+00,6.824305146841297187e+00,1.080848399160389550e-01
-6.662993831446646364e-01,7.932030363352489122e-01,4.569576285805995397e+00,9.999669433399359653e-01
4.416511177432776769e+00,-2.166598732531125115e+00,-5.941268626959401722e+00,2.676694227439853635e-01
3.904541749978309162e-01,-6.025673859843980740e-01,-5.255973916042429028e-01,9.999999999957538410e-01
-1.984811824599289620e+00,-1.050200655478695033e+01,-2.679706582193944975e+00,9.744250259456703755e-01
3.072648027030564055e+00,3.310268623610077565e-01,7.445370352432794547e+00,9.875062075210179202e-01
3.374871061704384445e+00,1.374733874595773564e+00,-9.013874913597456073e-01,9.999989444109268488e-01
-1.186615174374151538e+00,9.576126184973667854e-01,-2.951971213529524629e+00,9.993486529269710594e-01
2.512196324284655891e+00,2.190680371110931279e+00,-5.606932617353010961e-01,9.999997607606941896e-01
3.453848427313429559e-01,1.552943264634431220e+00,6.554430994578475556e+00,9.965053132800627544e-01
7.665103481569805588e+00,-2.094043139731353254e+00,-6.215976099892670526e+00,9.648442972608550772e-02
5.529419758682913688e+00,-3.359523408334767147e+00,8.893777441324564492e+00,7.441370134172059503e-02
7.745101039624969985e+00,-1.171807441565232200e+00,-1.246025180387555276e+00,9.999870771593603047e-01
-5.786538168733242893e-01,-1.534748465017365948e+00,5.979210300576710546e-01,9.999999550093685574e-01
2.041702952361930556e+00,1.844426751845873236e+00,4.540026398701946242e-02,9.999999999995929922e-01
-6.003353115422707553e+00,3.949760089472764690e+00,6.032863371225520410e+00,5.729477204681467789e-02
1.865444026606515870e-01,7.680437807602099598e-01,2.239716249193639541e-01,1.000000000000012212e+00
-3.317685121112132762e+00,6.233804705746731400e+00,-5.220771650714808310e+00,5.338230015848480225e-02
4.356103929410444775e-01,-6.485289541897109267e+00,-4.793285952147895657e+00,1.619790150426657638e-01
1.621305939422809761e+00,6.613174688077497976e+00,4.307103700512796784e+00,2.767698831825285422e-01
-1.089084315883833654e+01,-4.726916838154594735e+00,-7.823077847185788691e+00,2.664025287223492286e-02
-9.641864170922803678e-01,-6.885830304709502636e-01,-1.468505145691479052e+00,9.999996512378395153e-01
1.944577305806047152e+00,-1.134226873808065683e+01,2.397338435831087189e+00,9.904277157871833603e-01
1.088902795134217349e+01,-4.546374001291000333e+00,4.363840085492237897e+00,3.951798210995370875e-01
-9.396066131197475357e+00,2.723554244528618717e-01,1.653305092751375494e+00,9.999586818299259772e-01
2.348587595151800045e+00,2.214312287288783043e+00,2.879007660348516850e+00,8.795729068505701020e-01
6.903678911550994002e+00,5.063049953252774849e+00,1.217330582780916792e+01,1.170877505969556906e-02
4.054951762889210443e+00,-6.604865287432271082e+00,-4.614291461876742773e+00,1.649871161263178065e-01
2.505310276743363485e+00,9.774185136780982219e+00,-9.256655257106501722e+00,8.317284689737249829e-04
7.734338503021068512e+00,-2.539566051153991033e+00,-2.326088782222994755e+00,9.622510843855497376e-01
1.154935488865319115e+01,-6.238625905686050466e+00,-4.079443104007081544e+00,5.482517270779108109e-01
7.145584312283682904e-02,8.275970775299018811e+00,1.125212344747347437e+01,6.721822340399934495e-04
3.007300793142444029e+00,-5.937959823748272470e+00,5.170031830986841825e+00,4.816046328241657681e-02
4.758516951834216968e+00,1.537982167394136068e+00,6.810700800964344381e-01,9.999999167808635292e-01
-5.329169724016055154e-01,-4.437853862047680398e-01,2.452213400807048416e+00,9.999998864327894754e-01
-3.852230498570387573e-01,6.576927658411668709e-01,-7.256919349472092939e+00,9.999978470703527744e-01
4.340799247761336410e+00,-1.972284219189148757e+00,1.338273111446284247e+01,5.049107087290107820e-01
-5.066088764652820764e+00,-1.456294925021906606e+00,1.284939999791797227e+01,6.181116151256549340e-01
-2.685418435438895468e+00,-1.856834259729780001e+00,-7.042759065331527069e+00,8.135923646527164488e-01
-6.200304490780466082e-01,8.461385457328371440e-02,-4.535035265748412314e+00,9.999999994391840508e-01
2.349099149751074034e+00,-5.557464757307922554e+00,-1.970426765505543451e-02,9.999999999998158140e-01
5.579376183411492107e+00,3.216353438969997924e+00,2.256796438330988419e+00,9.343728699542437344e-01
-1.007071882162882837e+01,-2.402909041287188519e+00,1.040771357010330789e+01,2.045658052137303839e-01
-6.349550788729478867e-01,7.035396631716244187e-01,5.381449215818320475e+00,9.999887365838179276e-01
-2.363339208557231064e-01,-2.722796392383896591e-01,5.351884395589897592e-01,9.999999999999918954e-01
7.106885950207356473e+00,-6.381743014531721769e+00,1.894914044828644784e+00,9.910563292148876213e-01
-1.869240487455799959e+00,2.687313534517830504e+00,1.394370002954109733e+00,9.973210810677995974e-01
-1.958279262733504944e-01,-5.828008961687738410e-01,2.263233871297190003e+00,9.999996072233698907e-01
-1.281522912381883872e+00,8.468412238135353931e+00,6.336210047334011719e+00,6.166102717022835245e-02
4.080392274938776431e+00,-9.898031614136492351e+00,-8.711856665804204036e-01,9.999966004804468067e-01
3.144422848396307923e+00,-1.286478406923358442e+01,-4.483476808258264334e+00,7.448313864455460287e-01
-1.601048074687988765e-01,3.647857830641431098e-01,-3.213858352998822276e+00,9.999999904339991197e-01
-5.636039186177510096e+00,2.137638769562857810e+00,4.764528690078111417e+00,2.059344909368171495e-01
3.063793840966171356e-01,1.608752520547213349e-01,-2.103507505320536819e-01,1.000000000000111910e+00
-1.133978547953679517e+01,3.770408773797817026e-01,-6.226238906098446435e+00,6.919902440710061775e-01
-4.240969130400022102e+00,-7.833142494567746361e+00,2.785520412980949878e+00,8.935967092001517731e-01
2.262953534957066637e+00,-4.999983813961753620e-01,5.743197258398201832e+00,9.974029235987753594e-01
-3.767216071203698391e+00,6.782549394844727964e-01,-3.092432761371627592e+00,9.252001846635055093e-01
-2.022905972172127864e+00,3.006033146903323239e+00,-3.823674073601803336e+00,4.455494197159333147e-01
-8.430815040943677730e+00,8.128747389535251333e-01,-5.114179355818756711e+00,-2.052783350970861787e-01
-1.124787189847778590e+00,1.519025163599314165e+00,8.031222552819899940e-01,9.999990036886616807e-01
-1.178628625475272251e+01,-2.462989013364532465e+00,-1.797921803008051489e+00,9.949482557873821076e-01
1.468525141662089251e+00,1.794557617566890917e+00,-2.259612720177339718e+00,9.897997837067774585e-01
-2.144859298220114674e+00,3.141467248592266781e+00,-5.818963289764010442e-03,1.000000000000380584e+00
7.199440217900073158e+00,6.114558816268869101e-01,-2.822411556264051491e+00,9.710882520254859873e-01
3.971896912412003378e+00,-1.196064295851970716e+00,-1.915739452465894166e+00,9.988869698039062328e-01
6.031016960206253330e+00,-7.922402155880401864e+00,8.933151638157360352e+00,3.464315373864343926e-03
1.801603528764649687e+00,-7.198526227079981021e-01,-4.819133161344309357e+00,9.973200464801168508e-01
6.994441312805495414e+00,8.365591080358775855e+00,-1.146906483178265379e+00,9.999470669971062264e-01
1.988349683007629431e-01,1.203791252099142506e+00,2.534811090210990603e+00,9.994551823741932850e-01
-8.600435897149475650e+00,-2.250990711979857117e+00,-4.722510386712055475e-01,9.999999852833786340e-01
5.582556989633026490e+00,9.362997421253171026e+00,2.420824397422688179e+00,9.700960184665461394e-01
7.702392118696968382e+00,-9.579602986859097058e+00,4.791040691629651072e+00,4.070516780940849344e-01
-1.828660221754536908e+00,1.660811073573692065e+00,1.235310223426816290e+00,9.999200900456486352e-01
-2.164213645840308564e-01,-4.069800574901731416e+00,9.131891640185780812e-01,9.999726042113991076e-01
-2.814173836743095514e+00,-4.882591745707334674e+00,6.332897096633528733e+00,3.221466374581313796e-02
2.154919622954767355e+00,-8.088922305882812580e+00,-1.198997263164265625e+01,9.542809845326091431e-04
7.726131565085617714e-01,1.110385837910068174e+00,-1.677871510175585890e-01,9.999999999995683453e-01
-8.861280698734994576e-01,5.426089857096347835e-01,1.403614805140563249e+00,9.999999709002926895e-01
-1.034314025800130876e+00,-1.810859485653992795e-01,-2.138499291274665204e+00,9.999999950235085588e-01
