x1,x2,x3,O_XZ
-1.505327657581182876e+01,8.672698005832064183e+00,4.800938488625651424e+00,3.102758295888790596e-01
7.073770028575692592e+00,-3.069153612972043366e+00,2.347286396607356451e+01,4.675990765488027834e-01
-1.999717294629562403e+01,1.058266339737957118e+01,-1.061940509856615655e+01,7.290099336345530825e-03
-1.213291734507660280e+01,7.002962426203040991e+00,-1.343171746443508496e+01,1.150209556654137322e-02
-1.540136762290131189e+00,1.637799645486021660e+01,1.137384191140216139e+01,3.101048577299318938e-03
-1.110498971907774468e+00,1.322005060558748113e+00,7.615960476343324181e+00,9.998825055737008416e-01
7.360851962387960690e+00,-3.610997887551875341e+00,-9.902114378265668648e+00,2.422602248736596686e-01
6.507569583297182492e-01,-1.004278976640663457e+00,-8.759956526737381344e-01,9.999999923533253732e-01
-3.308019707665483811e+00,-1.750334425797825588e+01,-4.466177636989908883e+00,3.988631956906785181e-01
5.121080045050939944e+00,5.517114372683461498e-01,1.240895058738798973e+01,4.981397525282917904e-01
5.624785102840640150e+00,2.291223124326289273e+00,-1.502312485599576197e+00,9.960934801726499810e-01
-1.977691957290253155e+00,1.596021030828944864e+00,-4.919952022549208159e+00,9.983060892558701660e-01
4.186993873807760558e+00,3.651133951851552428e+00,-9.344887695588351972e-01,9.638446359521447571e-01
5.756414045522382228e-01,2.588238774390719144e+00,1.092405165763079467e+01,9.895818122939186168e-01
1.277517246928300665e+01,-3.490071899552255275e+00,-1.035996016648778273e+01,1.731616049867900076e-01
9.215699597804855259e+00,-5.599205680557943765e+00,1.482296240220760808e+01,7.668213946495977540e-02
1.290850173270828272e+01,-1.953012402608720333e+00,-2.076708633979258867e+00,9.929073164405033403e-01
-9.644230281222072598e-01,-2.557914108362276284e+00,9.965350500961184244e-01,9.999947679857235094e-01
3.402838253936551371e+00,3.074044586409788948e+00,7.566710664503244199e-02,9.983427441856771445e-01
-1.000558852570451229e+01,6.582933482454608409e+00,1.005477228537586853e+01,1.634196856915700602e-01
3.109073377677525896e-01,1.280072967933683303e+00,3.732860415322732384e-01,9.999999999486893776e-01
-5.529475201853555788e+00,1.038967450957788685e+01,-8.701286084524681996e+00,2.140783597104052305e-01
7.260173215684075920e-01,-1.080881590316185026e+01,-7.988809920246493945e+00,5.200179565160543277e-02
2.702176565704682787e+00,1.102195781346249781e+01,7.178506167521328862e+00,1.769360905951426408e-02
-1.815140526473055971e+01,-7.878194730257657596e+00,-1.303846307864298026e+01,1.332124190364794309e-03
-1.606977361820467021e+00,-1.147638384118250254e+00,-2.447508576152464865e+00,9.999815579074111671e-01
3.240962176343411549e+00,-1.890378123013442746e+01,3.995564059718478500e+00,7.367674261470070762e-01
1.814837991890362545e+01,-7.577290002151668702e+00,7.273066809153730716e+00,1.099365194058535417e-01
-1.566011021866246189e+01,4.539257074214363974e-01,2.755508487918958860e+00,9.913879806446997955e-01
3.914312658586332816e+00,3.690520478814637961e+00,4.798346100580860529e+00,5.936468324434528432e-01
1.150613151925165489e+01,8.438416588754623859e+00,2.028884304634861024e+01,1.005712641331628528e-02
6.758252938148683775e+00,-1.100810881238711936e+01,-7.690485769794571880e+00,8.171401099715747129e-02
4.175517127905606252e+00,1.629030856130163940e+01,-1.542775876184416894e+01,1.121403646357612728e-02
1.289056417170177937e+01,-4.232610085256651722e+00,-3.876814637038324740e+00,7.939538780667239060e-01
1.924892481442198644e+01,-1.039770984281008559e+01,-6.799071840011803758e+00,2.312466045524637914e-01
1.190930718713947012e-01,1.379328462549836232e+01,1.875353907912245432e+01,4.280581784370150961e-04
5.012167988570740640e+00,-9.896599706247123152e+00,8.616719718311404819e+00,2.225819049595552657e-01
7.930861586390361317e+00,2.563303612323560188e+00,1.135116800160723916e+00,9.848659460848072644e-01
-8.881949540026760070e-01,-7.396423103412801403e-01,4.087022334678414914e+00,9.999968252157775961e-01
-6.420384164283979844e-01,1.096154609735277896e+00,-1.209486558245348675e+01,9.999863471046122054e-01
7.234665412935560092e+00,-3.287140365315248225e+00,2.230455185743807078e+01,4.276642557954397628e-01
-8.443481274421369420e+00,-2.427158208369844417e+00,2.141566666319662104e+01,2.568181394425427255e-01
-4.475697392398159558e+00,-3.094723766216299854e+00,-1.173793177555254630e+01,4.124715135086207685e-01
