x1,x2,x3,O_XZ
-6.021310630324731683e+00,3.469079202332826295e+00,1.920375395450260925e+00,8.801476917422600410e-01
2.829508011430277303e+00,-1.227661445188817257e+00,9.389145586429426871e+00,9.130603709238658272e-01
-7.998869178518248191e+00,4.233065358951829005e+00,-4.247762039426462799e+00,-2.199252052450489381e-01
-4.853166938030641475e+00,2.801184970481216840e+00,-5.372686985774033808e+00,1.015596647329451985e-01
-6.160547049160524091e-01,6.551198581944086996e+00,4.549536764560864199e+00,9.999954617501162213e-01
-4.441995887631098316e-01,5.288020242234993118e-01,3.046384190537330117e+00,9.999844684963201669e-01
2.944340784955184365e+00,-1.444399155020750003e+00,-3.960845751306267370e+00,1.845660364919537166e-01
2.603027833318872775e-01,-4.017115906562654382e-01,-3.503982610694952315e-01,9.999999999998968603e-01
-1.323207883066193302e+00,-7.001337703191301109e+00,-1.786471054795963465e+00,9.999870885699495560e-01
2.048432018020375889e+00,2.206845749073384766e-01,4.963580234955196069e+00,8.664149915411263336e-01
2.249914041136255705e+00,9.164892497305155983e-01,-6.009249942398303679e-01,9.999276885796546388e-01
-7.910767829161011733e-01,6.384084123315778569e-01,-1.967980809019683086e+00,9.995824918784222968e-01
1.674797549523103779e+00,1.460453580740620927e+00,-3.737955078235340456e-01,9.999996690398460508e-01
2.302565618208952947e-01,1.035295509756287702e+00,4.369620663052318221e+00,9.999999942151935883e-01
5.110068987713203725e+00,-1.396028759820902243e+00,-4.143984066595113092e+00,-1.684398882009670029e-01
3.686279839121942903e+00,-2.239682272223177950e+00,5.929184960883042699e+00,1.672133407566374075e-01
5.163400693083312731e+00,-7.812049610434880220e-01,-8.306834535917034801e-01,9.994513678382657140e-01
-3.857692112488829150e-01,-1.023165643344910558e+00,3.986140200384473697e-01,9.999999999859379152e-01
1.361135301574620371e+00,1.229617834563915491e+00,3.026684265801297610e-02,9.999999999999951150e-01
-4.002235410281805628e+00,2.633173392981843275e+00,4.021908914150347236e+00,1.783292078781337220e-01
1.243629351071010442e-01,5.120291871734733435e-01,1.493144166129093120e-01,9.999999999999462652e-01
-2.211790080741422138e+00,4.155869803831153675e+00,-3.480514433809872799e+00,8.298303185790392167e-01
2.904069286273630035e-01,-4.323526361264740103e+00,-3.195523968098597400e+00,9.999999521171818451e-01
1.080870626281873248e+00,4.408783125384998947e+00,2.871402467008531634e+00,9.989212312103845637e-01
-7.260562105892224949e+00,-3.151277892103063305e+00,-5.215385231457192461e+00,9.375500371370154573e-02
-6.427909447281867639e-01,-4.590553536473001017e-01,-9.790034304609860349e-01,9.999989740825480089e-01
1.296384870537364620e+00,-7.561512492053772405e+00,1.598225623887391533e+00,9.999980921267661582e-01
7.259351967561449293e+00,-3.030916000860667037e+00,2.909226723661491931e+00,1.329294670230004305e-01
-6.264044087464984756e+00,1.815702829685745534e-01,1.102203395167583588e+00,9.929717826347626008e-01
