x1,x2,x3,O_XZ
-3.010655315162365842e+00,1.734539601166413147e+00,9.601876977251304623e-01,5.190082408076165388e-01
1.414754005715138652e+00,-6.138307225944086287e-01,4.694572793214713435e+00,7.641281846400294064e-01
-3.999434589259124095e+00,2.116532679475914502e+00,-2.123881019713231399e+00,3.182042534214097884e-01
-2.426583469015320738e+00,1.400592485240608420e+00,-2.686343492887016904e+00,2.512779158536515012e-01
-3.080273524580262046e-01,3.275599290972043498e+00,2.274768382280432100e+00,-3.816002035176119245e-02
-2.220997943815549158e-01,2.644010121117496559e-01,1.523192095268665058e+00,9.600742020741361848e-01
1.472170392477592182e+00,-7.221995775103750015e-01,-1.980422875653133685e+00,4.654946106308965881e-01
1.301513916659436387e-01,-2.008557953281327191e-01,-1.751991305347476158e-01,9.992620529422984177e-01
-6.616039415330966511e-01,-3.500668851595650555e+00,-8.932355273979817323e-01,1.178585497521857095e-01
1.024216009010187944e+00,1.103422874536692383e-01,2.481790117477598034e+00,5.181250657955378536e-01
1.124957020568127852e+00,4.582446248652577991e-01,-3.004624971199151839e-01,8.069618194464313055e-01
-3.955383914580505866e-01,3.192042061657889285e-01,-9.839904045098415430e-01,8.338366669993032554e-01
8.373987747615518895e-01,7.302267903703104635e-01,-1.868977539117670228e-01,6.280270966996289728e-01
1.151282809104476473e-01,5.176477548781438509e-01,2.184810331526159111e+00,8.269448105698726792e-01
2.555034493856601863e+00,-6.980143799104511215e-01,-2.071992033297556546e+00,3.514626568434371934e-01
1.843139919560971451e+00,-1.119841136111588975e+00,2.964592480441521349e+00,3.784231677747358358e-01
2.581700346541656366e+00,-3.906024805217440110e-01,-4.153417267958517400e-01,9.004115414928597350e-01
-1.928846056244414575e-01,-5.115828216724552790e-01,1.993070100192236849e-01,9.814082648397712827e-01
6.805676507873101855e-01,6.148089172819577453e-01,1.513342132900648805e-02,8.413177160208704652e-01
-2.001117705140902814e+00,1.316586696490921637e+00,2.010954457075173618e+00,3.444524583576081822e-01
6.218146755355052208e-02,2.560145935867366718e-01,7.465720830645465600e-02,9.997513407074092306e-01
-1.105895040370711069e+00,2.077934901915576837e+00,-1.740257216904936399e+00,1.187683625709286261e-01
1.452034643136815018e-01,-2.161763180632370052e+00,-1.597761984049298700e+00,1.016477423388465889e-01
5.404353131409366240e-01,2.204391562692499473e+00,1.435701233504265817e+00,8.367669444558989422e-02
-3.630281052946112474e+00,-1.575638946051531653e+00,-2.607692615728596230e+00,2.405858672978974933e-02
-3.213954723640933819e-01,-2.295276768236500509e-01,-4.895017152304930175e-01,9.789828545397882831e-01
6.481924352686823099e-01,-3.780756246026886203e+00,7.991128119436957666e-01,-2.970595261643227056e-02
3.629675983780724646e+00,-1.515458000430333518e+00,1.454613361830745966e+00,3.801959881963041799e-01
-3.132022043732492378e+00,9.078514148428727670e-02,5.511016975837917942e-01,9.314129725803558246e-01
7.828625317172666076e-01,7.381040957629275701e-01,9.596692201161721725e-01,3.919444494444938587e-01
2.301226303850331334e+00,1.687683317750924727e+00,4.057768609269722937e+00,6.313698141995804924e-02
1.351650587629736666e+00,-2.201621762477424138e+00,-1.538097153958914554e+00,1.907420361003467901e-01
8.351034255811211615e-01,3.258061712260327258e+00,-3.085551752368833611e+00,1.762857679945248890e-01
2.578112834340355874e+00,-8.465220170513303444e-01,-7.753629274076648814e-01,5.852373901715265392e-01
3.849784962884396311e+00,-2.079541968562016674e+00,-1.359814368002360441e+00,5.733353914581066357e-01
2.381861437427894648e-02,2.758656925099672641e+00,3.750707815824490865e+00,-4.530893137385912789e-02
1.002433597714148084e+00,-1.979319941249424675e+00,1.723343943662280831e+00,1.382443201735353011e-01
1.586172317278072397e+00,5.126607224647120598e-01,2.270233600321448220e-01,7.323660097838570193e-01
-1.776389908005351903e-01,-1.479284620682560225e-01,8.174044669356829163e-01,9.882072371676222655e-01
-1.284076832856795580e-01,2.192309219470555681e-01,-2.418973116490697350e+00,9.888508525062706944e-01
1.446933082587111841e+00,-6.574280730630495118e-01,4.460910371487614157e+00,7.430956537443134113e-01
-1.688696254884274106e+00,-4.854316416739689610e-01,4.283133332639324387e+00,4.763723075105631422e-01
-8.951394784796319337e-01,-6.189447532432599264e-01,-2.347586355110509171e+00,2.306227531675212328e-01
-2.066768163593488694e-01,2.820461819109457494e-02,-1.511678421916137438e+00,9.854492068064582000e-01
7.830330499170248260e-01,-1.852488252435974259e+00,-6.568089218351812371e-03,1.360240497983298824e-01
1.859792061137164110e+00,1.072117812989999308e+00,7.522654794436627324e-01,-5.521053927806453265e-02
-3.356906273876275826e+00,-8.009696804290629135e-01,3.469237856701102629e+00,3.051202205704007242e-01
-2.116516929576492956e-01,2.345132210572081766e-01,1.793816405272773640e+00,9.731756247833133200e-01
-7.877797361857437342e-02,-9.075987974612988174e-02,1.783961465196632623e-01,9.998029833127833887e-01
2.368961983402452010e+00,-2.127247671510574367e+00,6.316380149428816315e-01,3.760113740870909549e-01
-6.230801624852665421e-01,8.957711781726100941e-01,4.647900009847032443e-01,5.880751611430941050e-01
-6.527597542445016943e-02,-1.942669653895912618e-01,7.544112904323967417e-01,9.911609916239979556e-01
-4.271743041272946240e-01,2.822804079378451014e+00,2.112070015778003906e+00,1.142949155365261121e-01
1.360130758312925625e+00,-3.299343871378830784e+00,-2.903952221934734679e-01,2.706622294247282290e-02
1.048140949465436123e+00,-4.288261356411194214e+00,-1.494492269419421593e+00,8.449853819762481733e-02
-5.336826915626628060e-02,1.215952610213810181e-01,-1.071286117666274018e+00,9.956196406551087730e-01
-1.878679728725836995e+00,7.125462565209526034e-01,1.588176230026037361e+00,4.944679436231485536e-01
1.021264613655390452e-01,5.362508401824044035e-02,-7.011691684401789859e-02,9.999855426031457606e-01
-3.779928493178931426e+00,1.256802924599272342e-01,-2.075412968699481997e+00,2.654141083943962511e-03
-1.413656376800007441e+00,-2.611047498189249083e+00,9.285068043269834037e-01,4.648867958941603484e-02
7.543178449856889900e-01,-1.666661271320584725e-01,1.914399086132734240e+00,7.577297210890823198e-01
-1.255738690401232649e+00,2.260849798281576173e-01,-1.030810920457209345e+00,2.690596397819802754e-01
-6.743019907240427324e-01,1.002011048967774265e+00,-1.274558024533934519e+00,2.366905505428027190e-01
-2.810271680314559095e+00,2.709582463178417111e-01,-1.704726451939585719e+00,2.942338495708071155e-01
-3.749290632825929004e-01,5.063417211997713885e-01,2.677074184273300350e-01,9.518754065529131392e-01
-3.928762084917574171e+00,-8.209963377881773772e-01,-5.993072676693504963e-01,4.737429117831458147e-01
4.895083805540296762e-01,5.981858725222969353e-01,-7.532042400591131281e-01,7.420501925615172745e-01
-7.149530994067050393e-01,1.047155749530755520e+00,-1.939654429921336886e-03,6.011272777408509516e-01
2.399813405966690905e+00,2.038186272089622941e-01,-9.408038520880170896e-01,6.423387730248851790e-01
1.323965637470667867e+00,-3.986880986173235719e-01,-6.385798174886314627e-01,6.855284060576394278e-01
2.010338986735417777e+00,-2.640800718626800769e+00,2.977717212719120266e+00,-1.434132735629273514e-01
6.005345095882165252e-01,-2.399508742359993951e-01,-1.606377720448103119e+00,8.028207347332249055e-01
2.331480437601831657e+00,2.788530360119592100e+00,-3.823021610594217745e-01,9.800763479470335493e-02
6.627832276692098568e-02,4.012637506997141501e-01,8.449370300703301639e-01,9.395464175720305011e-01
-2.866811965716491883e+00,-7.503302373266190761e-01,-1.574170128904018584e-01,6.757293007901071791e-01
1.860852329877675571e+00,3.120999140417723972e+00,8.069414658075627633e-01,1.183262099022706904e-02
2.567464039565655831e+00,-3.193200995619698723e+00,1.597013563876550135e+00,-1.112542680721676641e-01
-6.095534072515123025e-01,5.536036911912306513e-01,4.117700744756053743e-01,8.388582154153380044e-01
