x1,x2,x3,O_XZ
-1.133918748556292933e+01,-3.934689133247983861e+00,-1.889153796530334439e+00,9.999999999989849231e-01
8.950270066652647571e+00,-1.766841960160461511e+01,1.070999444387353705e+01,9.999999845651974528e-01
-4.299764735000194626e+00,1.001691325058737014e+01,-1.445057279076630685e+01,9.999999999994793054e-01
9.484697951291026996e+00,-5.328730031886719232e+00,-4.169420825595676838e+00,9.999999999878392831e-01
-1.391372444388489615e+00,-1.260788851405431821e+01,3.464180764273643121e+01,1.000000000009109158e+00
-4.725921170544290284e+00,5.990603284014312635e+00,-3.293932644895840411e+01,9.999999999732054334e-01
-1.356892658430869680e+01,-1.919463958481294696e+01,1.397417876171033591e+01,9.997904017035611490e-01
-6.818350235989967700e+00,5.305216512455270106e+01,-1.722421763014137142e+01,9.999999999836670650e-01
5.729418862759934683e+01,-3.760857583003910776e+01,4.026203131577822170e+00,9.999999999976227905e-01
4.348324922772662582e+00,3.130809343230332775e+00,3.871029032555329596e+00,1.000000000001957767e+00
-8.390723490426818643e+00,-1.949777081812096569e+01,3.167906833410090428e+01,9.999999840330993095e-01
5.834697299363639011e+00,1.661338099359735310e+01,2.474937320090664272e+01,9.999999999462659828e-01
8.169831549074475063e+00,8.206432185815989655e+00,-9.194221359329711518e+00,9.999999306044518033e-01
1.824711084401785088e+00,1.009590945853890709e+01,-7.720731212746894556e+00,9.999999999934561234e-01
1.541777984454536998e+01,1.277415717555746610e+01,1.381474455504299748e+01,9.932637879154880833e-01
-1.054435216437476086e+01,1.383581914013228609e+00,4.226796770598024722e+01,9.999736774550320728e-01
1.651416595762453809e+00,-1.321928422090038191e-01,-9.074221346119567544e-01,9.999999999999663602e-01
-6.613458628251466109e+01,1.782797027984689109e+01,-1.128526823103054522e+00,9.999999999987412291e-01
6.365811603661975226e+01,-1.194113433896232301e+01,2.451260668759693573e+01,6.522398403731219929e-01
9.262438477762829914e-01,3.741065330019940571e+00,3.608078652040406786e-01,9.999999999999640288e-01
1.794235985396109712e+01,-5.521580275626543965e+00,-4.028976455855653427e+01,8.950947190579743307e-01
-4.151884548824741472e+01,1.836409298200836204e+01,3.707405840307830402e+01,5.908888170251758165e-03
2.782987914431873833e+01,1.898114024593215632e+01,-3.161320828460626586e+01,1.611131651688687272e-01
-4.464755242730385021e+01,-3.191686648955232286e+01,1.479333501596885725e+01,9.973855544849782317e-01
4.094680187916857506e+01,4.257469167302026847e+01,-2.105062799270680074e+01,9.649708588020307065e-01
-2.766860214769001303e+01,-9.202294496611886032e+00,-2.827241460744448887e+01,1.424549766320974339e-02
1.636592659538668215e+01,2.202312885339732063e+01,-2.222630179437051368e+01,9.881174457937313971e-01
3.720328271485954907e+00,3.439938599238506090e+00,4.425129560561317787e-01,9.999999999992548183e-01
3.617524535394488794e+01,-3.393619341876534889e+01,2.931141057876312672e+01,5.051809121297681227e-01
-2.032252297625703363e+01,-8.848589067480974180e+00,1.050588644701760721e+01,9.995207075569492172e-01
9.632421455540457478e-01,3.787289887447408354e+00,5.082213329103591803e+00,1.000000000000024203e+00
-3.340589861954362050e+01,5.587449600326237231e+01,7.085015745119468633e+00,9.999999999779549675e-01
6.142276111495037938e+00,6.066802028492990218e+01,-1.150659664296544982e+01,9.999999999949138463e-01
-1.269485877761266579e+01,3.504015425952979967e+01,-7.443915059119133204e+00,1.000000000001971312e+00
1.048081269785880920e+01,-2.095905996955314166e+01,2.077211937922983864e+00,1.000000000003257394e+00
8.065021542042645208e+00,8.408189028074779969e+00,-1.382310979250634553e+01,9.999967131392373254e-01
5.773395212232654394e+00,1.907435858094715542e+01,-2.901333014413863509e+01,9.999999999299744591e-01
-1.401427318321434301e+00,1.374443452635930596e+00,-2.233891683136020045e+00,1.000000000000952349e+00
2.921263417569754051e+00,2.742881659117232829e+01,-5.643884700485191530e+00,1.000000000019573232e+00
-3.069937333151820269e+01,-3.293127466127787528e+01,-1.098146024003259313e+01,9.999736617487059442e-01
1.514211609972309303e+00,1.793591194928120203e+01,-5.691846276099337842e+01,1.000000000000881517e+00
-2.352304977612456049e+00,-9.846520873866502654e+00,-5.343722360295570795e+00,1.000000000010297541e+00
-3.253898332291937123e+01,-3.369899722119524910e+01,-5.185637538719411310e+01,3.452767984303257709e-01
3.718613813678664837e+00,1.300691097435784371e+01,5.434604957412263460e+00,1.000000000002785105e+00
-2.985025327426288122e+00,-5.004922193098644279e-01,5.922471325069080805e+00,9.999999999938549156e-01
2.225371074130850957e+01,-6.361237387472821325e+01,1.572209215648860159e+01,9.999999999579620713e-01
1.079098727188341833e+01,-2.950917518890736702e+01,1.713299481837508154e+01,9.999998390101979551e-01
