x1,x2,x3,O_XZ
-4.859651779526968696e+00,-1.686295342820564258e+00,-8.096373413701432042e-01,9.999999999997263300e-01
3.835830028565420324e+00,-7.572179829259122030e+00,4.589997618802944324e+00,9.999999999967053022e-01
-1.842756315000083411e+00,4.292962821680300856e+00,-6.193102624614131635e+00,9.999999999999364952e-01
4.064870550553298045e+00,-2.283741442237165575e+00,-1.786894639541004359e+00,9.999999999978831378e-01
-5.963024761664956763e-01,-5.403380791737564692e+00,1.484648898974418429e+01,1.000000000002047917e+00
-2.025394787376124217e+00,2.567401407434705796e+00,-1.411685419241074335e+01,9.999999999996510569e-01
-5.815254250418012916e+00,-8.226274107776978539e+00,5.988933755018715388e+00,9.999965878183959545e-01
-2.922150101138557332e+00,2.273664219623687188e+01,-7.381807555774872576e+00,9.999999999957431829e-01
2.455465226897115016e+01,-1.611796107001675793e+01,1.725515627819066866e+00,9.999999999983141263e-01
1.863567824045426979e+00,1.341775432812999602e+00,1.659012442523712716e+00,1.000000000000261569e+00
-3.596024353040065513e+00,-8.356187493480415895e+00,1.357674357175753066e+01,9.999999990852130871e-01
2.500584556870131259e+00,7.120020425827437549e+00,1.060687422895998822e+01,9.999999999918511850e-01
3.501356378174774520e+00,3.517042365349710042e+00,-3.940380582569876555e+00,9.999999999972616349e-01
7.820190361721934824e-01,4.326818339373817324e+00,-3.308884805462954493e+00,9.999999999986738386e-01
6.607619933376586374e+00,5.474638789524628457e+00,5.920604809304141902e+00,9.997426862692070371e-01
-4.519008070446325576e+00,5.929636774342408323e-01,1.811484330256296360e+01,9.999791114593427066e-01
7.077499696124801565e-01,-5.665407523243021215e-02,-3.888952005479814344e-01,1.000000000000000000e+00
-2.834339412107771139e+01,7.640558691362953958e+00,-4.836543527584519220e-01,9.999999999988009591e-01
2.728204972997989231e+01,-5.117629002412424022e+00,1.050540286611297169e+01,6.110396548634401404e-01
3.969616490469783932e-01,1.603313712865688911e+00,1.546319422303031599e-01,9.999999999999729106e-01
7.689582794554755907e+00,-2.366391546697089954e+00,-1.726704195366708561e+01,9.421821928582156946e-01
-1.779379092353460479e+01,7.870325563717868178e+00,1.588888217274784509e+01,1.999299924804457187e-02
1.192709106185088785e+01,8.134774391113779757e+00,-1.354851783625982797e+01,2.401645611149291759e-01
-1.913466532598736336e+01,-1.367865706695099703e+01,6.340000721129510630e+00,9.957986886551132288e-01
1.754862937678652912e+01,1.824629643129440026e+01,-9.021697711160058475e+00,8.939844877432385761e-01
-1.185797234901000685e+01,-3.943840498547951157e+00,-1.211674911747620875e+01,5.223270059174736635e-02
7.013968540880005875e+00,9.438483794313137665e+00,-9.525557911873077543e+00,9.893325225251512478e-01
1.594426402065409309e+00,1.474259399673645277e+00,1.896484097383421830e-01,9.999999999998535616e-01
1.550367658026209483e+01,-1.454408289375657759e+01,1.256203310518419691e+01,4.957121151398487524e-01
-8.709652704110155241e+00,-3.792252457491845696e+00,4.502522763007545947e+00,9.999624614002566858e-01
4.128180623803053284e-01,1.623124237477460818e+00,2.178091426758682392e+00,1.000000000000017986e+00
-1.431681369409012206e+01,2.394621257282673099e+01,3.036435319336914684e+00,9.999999999944002571e-01
2.632404047783587941e+00,2.600058012211281167e+01,-4.931398561270906811e+00,9.999999999974178433e-01
-5.440653761833998736e+00,1.501720896836991237e+01,-3.190249311051057024e+00,1.000000000001028955e+00
4.491776870510918229e+00,-8.982454272665631123e+00,8.902336876812787514e-01,1.000000000000945244e+00
3.456437803732562930e+00,3.603509583460620114e+00,-5.924189911074148718e+00,9.999999987882083330e-01
2.474312233813994677e+00,8.174725106120209972e+00,-1.243428434748798672e+01,9.999999999879867207e-01
-6.006117078520432084e-01,5.890471939868273665e-01,-9.573821499154372416e-01,1.000000000000155875e+00
1.251970036101323291e+00,1.175520711050242717e+01,-2.418807728779368116e+00,1.000000000003640199e+00
-1.315687428493637334e+01,-1.411340342626194655e+01,-4.706340102871111597e+00,9.999969456059507600e-01
6.489478328452753519e-01,7.686819406834799473e+00,-2.439362689756858771e+01,9.999999999996587174e-01
-1.008130704691052815e+00,-4.219937517371358027e+00,-2.290166725840959039e+00,1.000000000001850964e+00
-1.394527856696544710e+01,-1.444242738051225139e+01,-2.222416088022605152e+01,5.472029791295394130e-01
1.593691634433713533e+00,5.574390417581932766e+00,2.329116410319541419e+00,1.000000000000630829e+00
-1.279296568896980846e+00,-2.144966654185133659e-01,2.538201996458177678e+00,9.999999999988450350e-01
9.537304603417933180e+00,-2.726244594631209495e+01,6.738039495637972109e+00,9.999999997866064749e-01
