x1,x2,x3,O_Sum
-3.239767853017979871e+00,-1.124196895213709579e+00,-5.397582275800955065e-01,8.999807930503495257e+00
2.557220019043613402e+00,-5.048119886172747428e+00,3.059998412535296364e+00,7.701986692477113650e+00
-1.228504210000055608e+00,2.861975214453534200e+00,-4.128735083076088053e+00,8.660921040023776385e+00
2.709913700368865364e+00,-1.522494294824777050e+00,-1.191263093027336240e+00,8.998072279297593568e+00
-3.975349841109970250e-01,-3.602253861158375869e+00,9.897659326496121679e+00,6.869312425942028177e+00
-1.350263191584083033e+00,1.711600938289803642e+00,-9.411236128273829493e+00,8.951108412825542260e+00
-3.876836166945342388e+00,-5.484182738517985101e+00,3.992622503345810703e+00,3.705043765825287938e+00
-1.948100067425704740e+00,1.515776146415791459e+01,-4.921205037183248088e+00,4.600656559455923222e+00
1.636976817931409656e+01,-1.074530738001117136e+01,1.150343751879377763e+00,1.942509986325587079e-01
1.242378549363618134e+00,8.945169552086663645e-01,1.106008295015808329e+00,8.999994793728005149e+00
-2.397349568693377009e+00,-5.570791662320276671e+00,9.051162381171687699e+00,3.939490876609546888e+00
1.667056371246754098e+00,4.746680283884957774e+00,7.071249485973325477e+00,1.229163794168128820e+00
2.334237585449850272e+00,2.344694910233140028e+00,-2.626920388379917704e+00,8.801708138177664509e+00
5.213460241147956920e-01,2.884545559582545327e+00,-2.205923203641969810e+00,8.993357421012861508e+00
4.405079955584390916e+00,3.649759193016418823e+00,3.947069872869427787e+00,1.324219128116724375e+00
-3.012672046964217198e+00,3.953091182894938882e-01,1.207656220170864358e+01,8.209452632110334491e+00
4.718333130749867710e-01,-3.776938348828681041e-02,-2.592634670319876600e-01,8.999999999998738787e+00
-1.889559608071847308e+01,5.093705794241969009e+00,-3.224362351723012443e-01,4.100864044911189943e+00
1.818803315331993176e+01,-3.411752668274949496e+00,7.003601910741982017e+00,2.264845198039927343e+00
2.646410993646522436e-01,1.068875808577125941e+00,1.030879614868687733e-01,8.999999999948189000e+00
5.126388529703170605e+00,-1.577594364464726784e+00,-1.151136130244472433e+01,2.910155809642573921e+00
-1.186252728235640319e+01,5.246883709145246044e+00,1.059258811516522947e+01,7.396730149470978066e-01
7.951394041233925236e+00,5.423182927409187393e+00,-9.032345224173218057e+00,1.679245691089450432e+00
-1.275644355065824342e+01,-9.119104711300664690e+00,4.226667147419673753e+00,3.987069637196848371e-01
1.169908625119102297e+01,1.216419762086293588e+01,-6.014465140773372021e+00,1.888530775155182473e-01
-7.905314899340003976e+00,-2.629226999031967882e+00,-8.077832744984139168e+00,6.311674089391038078e-02
4.675979027253337250e+00,6.292322529542092369e+00,-6.350371941248718954e+00,2.522303279595607073e+00
1.062950934710272577e+00,9.828395997824301844e-01,1.264322731588947701e-01,8.999999893613063406e+00
1.033578438684139655e+01,-9.696055262504385652e+00,8.374688736789464016e+00,5.132319221458112590e-01
-5.806435136073437420e+00,-2.528168304994563798e+00,3.001681842005030632e+00,6.641176181368955156e+00
2.752120415868702374e-01,1.082082824984973879e+00,1.452060951172454928e+00,8.999998653002368343e+00
-9.544542462726749221e+00,1.596414171521781888e+01,2.024290212891276752e+00,2.695779193148610253e-01
1.754936031855725442e+00,1.733372008140854348e+01,-3.287599040847271503e+00,8.023380008342352099e+00
-3.627102507889332639e+00,1.001147264557993921e+01,-2.126832874034037868e+00,6.519231169269973591e+00
2.994517913673945042e+00,-5.988302848443753490e+00,5.934891251208525009e-01,8.367044822252399427e+00
2.304291869155041361e+00,2.402339722307079928e+00,-3.949459940716098849e+00,8.567352451582536332e+00
1.649541489209330081e+00,5.449816737413473611e+00,-8.289522898325325073e+00,4.127092772971903578e+00
-4.004078052346954908e-01,3.926981293245516147e-01,-6.382547666102914574e-01,8.999999999597235956e+00
8.346466907342153796e-01,7.836804740334949670e+00,-1.612538485852911707e+00,8.982775836726045071e+00
-8.771249523290913785e+00,-9.408935617507964366e+00,-3.137560068580740769e+00,3.817672648451690687e-02
4.326318885635169753e-01,5.124546271223199945e+00,-1.626241793171239536e+01,3.980605589385847409e+00
-6.720871364607018394e-01,-2.813291678247571870e+00,-1.526777817227305878e+00,8.999177171329890257e+00
-9.296852377976962956e+00,-9.628284920341499742e+00,-1.481610725348403257e+01,5.544728318576938597e-02
1.062461089622475763e+00,3.716260278387955474e+00,1.552744273546361242e+00,8.989642823458805054e+00
-8.528643792646538602e-01,-1.429977769456755587e-01,1.692134664305451786e+00,8.999999215836252731e+00
6.358203068945288194e+00,-1.817496396420806093e+01,4.492026330425314740e+00,3.754452296717168291e+00
3.083139220538119396e+00,-8.431192911116388800e+00,4.895141376678594725e+00,4.844479788575782209e+00
-5.702069677008464232e+00,-4.110504485539647312e+00,-3.143152650832423123e-02,4.376946969419767797e+00
-9.755822487817169986e+00,-3.888590923824354117e+00,1.671971525035012363e+01,1.143739714309577549e+00
-1.666401830757027369e+01,-8.958658955136490354e-01,3.157583800852620470e+00,8.254990426192305719e+00
-5.818290879624298917e+00,-7.910288347756828653e-01,3.545155108058510418e+00,7.564698876430429486e+00
-3.154350625779634765e+00,-1.188886264533602066e+01,-8.381551993310633719e+00,4.279708751189480881e-02
3.954659483063923120e-01,4.067035211172835396e+00,-9.250839391085646790e-01,8.999906877966601826e+00
-3.311398664969650518e+00,-6.807946051419032640e-01,-5.160765085889043036e+00,6.830950986994094087e+00
-3.518187232123496155e+00,-3.193402418305175239e+00,1.645932152688120764e+00,7.552912637156529385e+00
3.379973990355514157e+00,3.223501686043150904e+00,2.425597372061985890e+00,6.622546620465147527e+00
6.500358329573078242e-01,-1.168070016077995277e+01,-9.525171916200440236e+00,5.170107056122394407e-02
1.420800701707629266e+01,-2.352722091378943059e+00,-1.323819849393648695e+01,1.564349276895398155e-01
-1.545382781318253018e+00,1.975997156179818148e+01,2.447708899123624438e+00,8.807344861242789591e+00
5.062424979375985956e-02,3.147407708754537681e-01,4.466628572789699964e-02,8.999999999998960831e+00
8.864203839311999289e+00,-8.855821417001903839e+00,-6.181222401197923766e+00,1.041706273190124543e+00
1.918213722526262188e+01,2.989271399498215853e+00,2.341572075010241338e+00,6.673484416551527687e+00
-2.496160951323943777e+00,-3.415483469639776448e+00,1.487384584272591903e+00,8.620126751154279177e+00
1.174816098436570044e+01,5.377644679551559115e+00,-5.298272704517521525e+00,1.380813697090885750e+00
-1.114126213984240898e+01,-8.724000164171840765e+00,-6.039466505546939423e+00,2.059385869059560809e-02
4.215758363216106197e+00,-9.500675223387482049e+00,2.126133100883932148e+00,5.643346007078818616e+00
3.073233388158333135e+00,7.953660042739405966e+00,-4.049682419381920973e+00,3.880414022032357746e+00
4.640016408786974189e+00,1.717742502997985461e-04,-1.905961344433232796e+01,5.096548172778534003e+00
2.677572043416762249e+00,2.380538768551500872e-01,9.379082295137647352e-01,8.999987051119200387e+00
1.163928228911492191e+01,6.512211919366834856e+00,-5.775947293426495932e+00,7.247909017176463742e-01
-7.807323610784528078e+00,1.557424228792892684e+01,7.058171269238824763e+00,2.583892749826960933e-01
1.110416656415965875e+01,1.318763208123579167e+00,1.655195514857499006e+01,8.188530094552774752e-03
-8.607766658450593411e+00,-1.664583673893269333e+00,2.264898655223776647e+00,8.655512769019132691e+00
-3.170291118025481136e-02,-2.447181253802847289e-01,-1.183421334392710245e+00,8.999999999974864551e+00
-7.349900094430237729e+00,-1.031723018120311419e+00,-6.821230012115196750e+00,2.582991692515619331e-01
6.912590257459802601e+00,-1.131307010325267370e+01,-1.032826819734254542e+01,2.392103189089037629e-01
8.178933099855299815e+00,-1.317279784758412298e+01,-1.038765829689717535e+01,1.262700352488466959e-01
-1.595786467952329524e+01,3.137588927382555681e+00,2.992179515357438646e+00,6.824210756803972266e+00
-1.375359893505391451e+00,-2.177098524462911744e+00,7.342228294440309444e-01,8.999745700696101025e+00
5.336201209614484853e+00,6.511265558994915104e+00,5.812353726371941143e+00,2.745871261733285329e-01
-1.478524141210672882e+00,3.263985808906619379e+00,7.007852046049121153e-01,8.998474848688763572e+00
3.046269056959318711e+00,7.333895117009396891e+00,1.290487785342700455e+01,1.759493299815425293e-01
-5.978114633026899050e+00,1.023006311561249149e+01,4.237557228396897635e+00,1.115730860687691672e+00
-1.725227002397422105e+00,2.696868816081529965e-02,1.672756448423878828e+00,8.999951548322707495e+00
9.199859471530242860e-01,1.041368199711962594e+00,-4.794337143062106676e+00,8.998618955049657586e+00
-1.095495291065983645e+00,9.754212877829046002e-01,-5.442970356255448117e+00,8.997618815906939460e+00
1.599604132318873617e+01,-4.334400907374599043e+00,-3.580105077467727881e-01,5.554063505163542303e+00
2.278409667285439699e+00,4.992790771931798766e+00,4.944268771763570491e+00,8.373447229602973829e-01
1.007020546652454690e-01,-6.186974527363859444e+00,5.907893587028529847e-01,8.999986556083547029e+00
-1.741113793871319759e-01,-1.362178875734146422e+00,-3.737586618929610527e+00,8.999273990398755529e+00
5.416085985029670091e+00,4.429297894990111395e+00,-7.962768821141326114e+00,3.935455043248385465e+00
-1.336198726892636780e-02,-2.893809529091261479e-03,-4.209379949523751364e-03,8.999999999999994671e+00
-1.433191891953371133e+01,1.250678295009529428e+01,-1.991208727901405240e+00,9.856429606394773169e-02
-4.643958455847591593e-01,-3.302076861542191821e+00,-2.138889640579281881e+00,8.978317514580851366e+00
-2.647079142449642042e-01,5.232233746017116438e+00,-1.726923820848219648e+01,3.698116907035823520e+00
-6.817287866827868470e+00,5.815446105036273572e+00,8.699364210445649448e+00,9.134912162555450799e-01
7.136503189163103666e-01,7.873106077893678112e+00,1.274547136017305071e+00,8.988157451457594149e+00
1.254697022596334754e+01,2.093038570772442153e+00,8.822351516341656819e+00,3.239818369442062224e-02
-2.036351046449851598e-01,-2.046233254910371890e+00,5.214010919770195152e+00,8.962856736663976420e+00
-5.340512913036524756e-01,-1.966014737979087379e-01,-4.719847893584254717e-01,8.999999999956900254e+00
