x1,x2,x3,O_XZ
-4.049709816272474505e+00,-1.405246119017137030e+00,-6.746977844751194109e-01,1.000000000000623501e+00
3.196525023804517307e+00,-6.310149857715934729e+00,3.824998015669120122e+00,9.712358028748893091e-01
-1.535630262500069509e+00,3.577469018066917528e+00,-5.160918853845109844e+00,9.999153723989913090e-01
3.387392125461081260e+00,-1.903117868530970869e+00,-1.489078866284170299e+00,9.999999999880445634e-01
-4.969187301387463784e-01,-4.502817326447970281e+00,1.237207415812015299e+01,9.997081801734332140e-01
-1.687828989480103736e+00,2.139501172862254830e+00,-1.176404516034228642e+01,9.999998716242880503e-01
-4.846045208681676542e+00,-6.855228423147480932e+00,4.990778129182262823e+00,4.618280984862246918e-01
-2.435125084282130814e+00,1.894720183019739324e+01,-6.151506296479060332e+00,6.030128214468436498e-01
2.046221022414262691e+01,-1.343163422501396553e+01,1.437929689849222425e+00,9.305877802223027073e-01
1.552973186704522446e+00,1.118146194010833039e+00,1.382510368769760634e+00,1.000000000000600853e+00
-2.996686960866720817e+00,-6.963489577900345395e+00,1.131395297646460740e+01,6.595753959942166622e-01
2.083820464058442568e+00,5.933350354856196773e+00,8.839061857466656846e+00,8.176043478241052931e-01
2.917796981812312396e+00,2.930868637791425257e+00,-3.283650485474897351e+00,9.999968102067553488e-01
6.516825301434947537e-01,3.605681949478181547e+00,-2.757404004552462595e+00,9.999999998164031956e-01
5.506349944480488645e+00,4.562198991270522974e+00,4.933837341086784178e+00,7.117292949863086582e-01
-3.765840058705271609e+00,4.941363978618673047e-01,1.509570275213580359e+01,9.999503354910629360e-01
5.897916413437335192e-01,-4.721172936035850781e-02,-3.240793337899845472e-01,1.000000000000014877e+00
-2.361949510089808868e+01,6.367132242802460595e+00,-4.030452939653765276e-01,9.400912486570845994e-01
2.273504144164990848e+01,-4.264690835343687425e+00,8.754502388427477300e+00,8.090592272460188639e-01
3.308013742058154016e-01,1.336094760721407537e+00,1.288599518585859804e-01,9.999999999996381783e-01
6.407985662128963256e+00,-1.971992955580908591e+00,-1.438920162805590408e+01,8.981204838481976482e-01
-1.482815910294550399e+01,6.558604636431557111e+00,1.324073514395653817e+01,5.835175114235444105e-02
9.939242551542404769e+00,6.778978659261484019e+00,-1.129043153021652302e+01,1.855316437217013892e-02
-1.594555443832280339e+01,-1.139888088912583086e+01,5.283333934274591748e+00,3.541286978897500992e-01
1.462385781398877782e+01,1.520524702607866985e+01,-7.518081425966715692e+00,3.737550996169382578e-01
-9.881643624175005414e+00,-3.286533748789959297e+00,-1.009729093123017485e+01,1.268330856929519856e-01
5.844973784066672451e+00,7.865403161927615017e+00,-7.937964926560899137e+00,1.808070918988053388e-01
1.328688668387840721e+00,1.228549499728037731e+00,1.580403414486184765e-01,1.000000000000473621e+00
1.291973048355174569e+01,-1.212006907813048251e+01,1.046836092098683046e+01,1.156379683351074217e-01
-7.258043920091797219e+00,-3.160210381243205191e+00,3.752102302506288289e+00,9.826973906037530515e-01
3.440150519835877829e-01,1.352603531231217460e+00,1.815076188965568660e+00,1.000000000000293765e+00
-1.193067807840843564e+01,1.995517714402227583e+01,2.530362766114095940e+00,5.324359432339250686e-01
2.193670039819656914e+00,2.166715010176068290e+01,-4.109498801059089601e+00,9.912877376912415661e-01
-4.533878134861666354e+00,1.251434080697492490e+01,-2.658541092542547446e+00,9.477436759337148908e-01
3.743147392092431858e+00,-7.485378560554693195e+00,7.418614064010656817e-01,9.996027630002665143e-01
2.880364836443801924e+00,3.002924652883849799e+00,-4.936824925895123783e+00,9.996446228009170376e-01
2.061926861511662601e+00,6.812270921766841347e+00,-1.036190362290665590e+01,7.105404573254058276e-01
-5.005097565433692663e-01,4.908726616556894906e-01,-7.978184582628643495e-01,9.999999999997556399e-01
1.043308363417769336e+00,9.796005925418688420e+00,-2.015673107316140023e+00,9.999999919752905475e-01
-1.096406190411364179e+01,-1.176116952188495368e+01,-3.921950085725925739e+00,4.107874330736563939e-01
5.407898607043961636e-01,6.405682839029000597e+00,-2.032802241464048976e+01,9.188015835952139110e-01
-8.401089205758772716e-01,-3.516614597809465170e+00,-1.908472271534132458e+00,9.999999999995884403e-01
-1.162106547247120325e+01,-1.203535615042687645e+01,-1.852013406685503938e+01,1.814390179989029128e-01
1.328076362028094870e+00,4.645325347984944564e+00,1.940930341932951553e+00,9.999999987599901274e-01
-1.066080474080817186e+00,-1.787472211820944901e-01,2.115168330381814954e+00,9.999999999988911092e-01
7.947753836181610687e+00,-2.271870495526007971e+01,5.615032913031643425e+00,2.026515890643692253e-01
3.853924025672649467e+00,-1.053899113889548822e+01,6.118926720848244294e+00,3.701994458246943842e-01
-7.127587096260579180e+00,-5.138130606924558919e+00,-3.928940813540528210e-02,9.294580067829399939e-01
-1.219477810977146248e+01,-4.860738654780442758e+00,2.089964406293765720e+01,5.839206756219058603e-01
-2.083002288446284567e+01,-1.119832369392061322e+00,3.946979751065775588e+00,9.999595098464635345e-01
-7.272863599530372980e+00,-9.887860434696035261e-01,4.431443885073137245e+00,9.940537723291713590e-01
-3.942938282224543567e+00,-1.486107830667002361e+01,-1.047693999163829304e+01,1.662382582088932081e-01
4.943324353829902651e-01,5.083794013966043579e+00,-1.156354923885705599e+00,9.999999999963247177e-01
-4.139248331212063370e+00,-8.509932564273791078e-01,-6.450956357361304683e+00,9.985229063068495892e-01
-4.397734040154371193e+00,-3.991753022881469715e+00,2.057415190860151011e+00,9.997690592044236046e-01
4.224967487944392808e+00,4.029377107553938409e+00,3.031996715077482030e+00,9.978484768892583734e-01
8.125447911966346970e-01,-1.460087520097494007e+01,-1.190646489525054896e+01,9.177150440102850304e-01
1.776000877134536537e+01,-2.940902614223678935e+00,-1.654774811742060692e+01,6.512326139103415956e-01
-1.931728476647816217e+00,2.469996445224773041e+01,3.059636123904530436e+00,9.998786466905156267e-01
6.328031224219983486e-02,3.934259635943171962e-01,5.583285715987124781e-02,1.000000000000105693e+00
1.108025479914000044e+01,-1.106977677125238024e+01,-7.726528001497404929e+00,1.893597735795817805e-01
2.397767153157827735e+01,3.736589249372769483e+00,2.926965093762801562e+00,9.985895001528950488e-01
-3.120201189154929278e+00,-4.269354337049720449e+00,1.859230730340739823e+00,9.999957893444295642e-01
1.468520123045712644e+01,6.722055849439449560e+00,-6.622840880646902129e+00,6.268158817222357904e-01
-1.392657767480300990e+01,-1.090500020521479918e+01,-7.549333131933673613e+00,1.678344763839610121e-01
5.269697954020132968e+00,-1.187584402923435611e+01,2.657666376104915518e+00,8.286420592863538159e-01
3.841541735197916640e+00,9.942075053424257902e+00,-5.062103024227400994e+00,6.548978234932480991e-01
5.800020510983717514e+00,2.147178128747481826e-04,-2.382451680541540995e+01,9.835005511795449351e-01
3.346965054270953033e+00,2.975673460689376437e-01,1.172385286892206002e+00,9.999999999971734832e-01
1.454910286139364928e+01,8.140264899208544236e+00,-7.219934116783118583e+00,4.701084772400876410e-01
-9.759154513480659432e+00,1.946780285991115633e+01,8.822714086548529622e+00,8.826634431238587764e-02
1.388020820519957077e+01,1.648454010154474014e+00,2.068994393571873758e+01,9.348702412519689364e-01
