x1,x2,x3,O_XZ
-3.239767853017979871e+00,-1.124196895213709579e+00,-5.397582275800955065e-01,9.999999999998524514e-01
2.557220019043613402e+00,-5.048119886172747428e+00,3.059998412535296364e+00,9.999999582289734734e-01
-1.228504210000055608e+00,2.861975214453534200e+00,-4.128735083076088053e+00,9.999999999268206485e-01
2.709913700368865364e+00,-1.522494294824777050e+00,-1.191263093027336240e+00,9.999999999987507771e-01
-3.975349841109970250e-01,-3.602253861158375869e+00,9.897659326496121679e+00,1.000000000000892619e+00
-1.350263191584083033e+00,1.711600938289803642e+00,-9.411236128273829493e+00,9.999999994992718744e-01
-3.876836166945342388e+00,-5.484182738517985101e+00,3.992622503345810703e+00,9.996122309848181064e-01
-1.948100067425704740e+00,1.515776146415791459e+01,-4.921205037183248088e+00,9.999999999964552799e-01
1.636976817931409656e+01,-1.074530738001117136e+01,1.150343751879377763e+00,9.999999999559925357e-01
1.242378549363618134e+00,8.945169552086663645e-01,1.106008295015808329e+00,1.000000000000112799e+00
-2.397349568693377009e+00,-5.570791662320276671e+00,9.051162381171687699e+00,9.999982169948554711e-01
1.667056371246754098e+00,4.746680283884957774e+00,7.071249485973325477e+00,9.999999738061693400e-01
2.334237585449850272e+00,2.344694910233140028e+00,-2.626920388379917704e+00,9.999999886992601006e-01
5.213460241147956920e-01,2.884545559582545327e+00,-2.205923203641969810e+00,9.999999999994080291e-01
4.405079955584390916e+00,3.649759193016418823e+00,3.947069872869427787e+00,9.937362267553866424e-01
-3.012672046964217198e+00,3.953091182894938882e-01,1.207656220170864358e+01,9.997640972239724144e-01
4.718333130749867710e-01,-3.776938348828681041e-02,-2.592634670319876600e-01,9.999999999999940048e-01
-1.889559608071847308e+01,5.093705794241969009e+00,-3.224362351723012443e-01,9.999999999993224309e-01
1.818803315331993176e+01,-3.411752668274949496e+00,7.003601910741982017e+00,-2.229825862735025088e-01
2.646410993646522436e-01,1.068875808577125941e+00,1.030879614868687733e-01,9.999999999999940048e-01
5.126388529703170605e+00,-1.577594364464726784e+00,-1.151136130244472433e+01,8.384745981159484884e-01
-1.186252728235640319e+01,5.246883709145246044e+00,1.059258811516522947e+01,4.301213450633606383e-02
7.951394041233925236e+00,5.423182927409187393e+00,-9.032345224173218057e+00,2.238769736154646584e-01
-1.275644355065824342e+01,-9.119104711300664690e+00,4.226667147419673753e+00,9.748985826266557408e-01
1.169908625119102297e+01,1.216419762086293588e+01,-6.014465140773372021e+00,7.763341849833456099e-01
-7.905314899340003976e+00,-2.629226999031967882e+00,-8.077832744984139168e+00,4.003805386304090663e-02
4.675979027253337250e+00,6.292322529542092369e+00,-6.350371941248718954e+00,9.412455730989205405e-01
1.062950934710272577e+00,9.828395997824301844e-01,1.264322731588947701e-01,9.999999999999522604e-01
1.033578438684139655e+01,-9.696055262504385652e+00,8.374688736789464016e+00,4.107645133041464836e-01
-5.806435136073437420e+00,-2.528168304994563798e+00,3.001681842005030632e+00,9.984505823224139043e-01
2.752120415868702374e-01,1.082082824984973879e+00,1.452060951172454928e+00,1.000000000000003997e+00
-9.544542462726749221e+00,1.596414171521781888e+01,2.024290212891276752e+00,9.999999866958596551e-01
1.754936031855725442e+00,1.733372008140854348e+01,-3.287599040847271503e+00,9.999999999992175148e-01
-3.627102507889332639e+00,1.001147264557993921e+01,-2.126832874034037868e+00,9.999999999031619069e-01
2.994517913673945042e+00,-5.988302848443753490e+00,5.934891251208525009e-01,1.000000000000479172e+00
