x1,x2,x3,O_Sum
-4.049709816272474505e+00,-1.405246119017137030e+00,-6.746977844751194109e-01,8.998762705580908516e+00
3.196525023804517307e+00,-6.310149857715934729e+00,3.824998015669120122e+00,7.801743378540440865e+00
-1.535630262500069509e+00,3.577469018066917528e+00,-5.160918853845109844e+00,8.634898378096341531e+00
3.387392125461081260e+00,-1.903117868530970869e+00,-1.489078866284170299e+00,8.992565386654867154e+00
-4.969187301387463784e-01,-4.502817326447970281e+00,1.237207415812015299e+01,6.820106659441720787e+00
-1.687828989480103736e+00,2.139501172862254830e+00,-1.176404516034228642e+01,8.937592607473442641e+00
-4.846045208681676542e+00,-6.855228423147480932e+00,4.990778129182262823e+00,3.583202099615514058e+00
-2.435125084282130814e+00,1.894720183019739324e+01,-6.151506296479060332e+00,4.325494602907931530e+00
2.046221022414262691e+01,-1.343163422501396553e+01,1.437929689849222425e+00,9.840713742264708963e-02
1.552973186704522446e+00,1.118146194010833039e+00,1.382510368769760634e+00,8.999939378731957262e+00
-2.996686960866720817e+00,-6.963489577900345395e+00,1.131395297646460740e+01,3.739021920888071282e+00
2.083820464058442568e+00,5.933350354856196773e+00,8.839061857466656846e+00,1.172402402385654296e+00
2.917796981812312396e+00,2.930868637791425257e+00,-3.283650485474897351e+00,8.821260648641873203e+00
6.516825301434947537e-01,3.605681949478181547e+00,-2.757404004552462595e+00,8.978342572936691468e+00
5.506349944480488645e+00,4.562198991270522974e+00,4.933837341086784178e+00,1.470767584412764339e+00
-3.765840058705271609e+00,4.941363978618673047e-01,1.509570275213580359e+01,8.150347007119453480e+00
5.897916413437335192e-01,-4.721172936035850781e-02,-3.240793337899845472e-01,8.999999999996420641e+00
-2.361949510089808868e+01,6.367132242802460595e+00,-4.030452939653765276e-01,3.733705000167884425e+00
2.273504144164990848e+01,-4.264690835343687425e+00,8.754502388427477300e+00,1.862413558771491617e+00
3.308013742058154016e-01,1.336094760721407537e+00,1.288599518585859804e-01,8.999999999403808459e+00
6.407985662128963256e+00,-1.971992955580908591e+00,-1.438920162805590408e+01,2.613669972909064221e+00
-1.482815910294550399e+01,6.558604636431557111e+00,1.324073514395653817e+01,5.358024977173181380e-01
